# Wavelength (um) - Flux (W m-2 um-1)
1.000000000000000056e-01 8.184649999999999516e-72
1.000099043662298903e-01 8.184649999999999516e-72
1.000198097134244873e-01 8.184649999999999516e-72
1.000297160416809411e-01 8.184649999999999516e-72
1.000396233510964378e-01 8.184649999999999516e-72
1.000495316417681357e-01 8.184649999999999516e-72
1.000594409137932489e-01 8.184649999999999516e-72
1.000693511672689356e-01 8.184649999999999516e-72
1.000792624022924099e-01 6.352705363660531237e-72
1.000891746189609133e-01 8.609940000000000264e-96
1.000990878173716458e-01 8.609940000000000264e-96
1.001090019976218631e-01 8.609940000000000264e-96
1.001189171598087929e-01 8.609940000000000264e-96
1.001288333040297046e-01 8.609940000000000264e-96
1.001387504303818538e-01 8.609940000000000264e-96
1.001486685389625098e-01 8.609940000000000264e-96
1.001585876298689698e-01 8.609940000000000264e-96
1.001685077031985172e-01 8.609940000000000264e-96
1.001784287590484906e-01 1.056883799105479163e-95
1.001883507975161319e-01 2.259439999999999841e-95
1.001982738186988076e-01 2.259439999999999841e-95
1.002081978226938425e-01 2.259439999999999841e-95
1.002181228095985754e-01 2.259439999999999841e-95
1.002280487795103592e-01 2.259439999999999841e-95
1.002379757325265602e-01 2.259439999999999841e-95
1.002479036687445313e-01 2.259439999999999841e-95
1.002578325882616805e-01 2.259439999999999841e-95
1.002677624911753745e-01 2.259439999999999841e-95
1.002776933775830076e-01 2.118234842956683319e-95
1.002876252475820157e-01 1.324339999999999977e-96
1.002975581012698209e-01 1.324339999999999977e-96
1.003074919387438174e-01 1.324339999999999977e-96
1.003174267601014413e-01 1.324339999999999977e-96
1.003273625654401702e-01 1.324339999999999977e-96
1.003372993548574399e-01 1.324339999999999977e-96
1.003472371284507281e-01 1.324339999999999977e-96
1.003571758863175123e-01 1.324339999999999977e-96
1.003671156285552701e-01 1.324339999999999977e-96
1.003770563552614931e-01 5.425123365555836992e-93
1.003869980665337003e-01 1.981529999999999825e-90
1.003969407624694110e-01 1.981529999999999825e-90
1.004068844431661306e-01 1.981529999999999825e-90
1.004168291087214337e-01 1.981529999999999825e-90
1.004267747592327981e-01 1.981529999999999825e-90
1.004367213947978260e-01 1.981529999999999825e-90
1.004466690155140646e-01 1.981529999999999825e-90
1.004566176214790885e-01 1.981529999999999825e-90
1.004665672127904724e-01 1.981529999999999825e-90
1.004765177895458328e-01 1.981529999999999825e-90
1.004864693518427443e-01 1.136076668063995939e-91
1.004964218997788372e-01 1.345860000000000005e-92
1.005063754334517279e-01 1.345860000000000005e-92
1.005163299529590465e-01 1.345860000000000005e-92
1.005262854583984372e-01 1.345860000000000005e-92
1.005362419498675719e-01 1.345860000000000005e-92
1.005461994274640530e-01 1.345860000000000005e-92
1.005561578912855941e-01 1.345860000000000005e-92
1.005661173414298531e-01 1.345860000000000005e-92
1.005760777779945297e-01 1.345860000000000005e-92
1.005860392010773235e-01 2.050606658045851956e-77
1.005960016107759342e-01 2.264640000000000334e-77
1.006059650071880890e-01 2.264640000000000334e-77
1.006159293904115293e-01 2.264640000000000334e-77
1.006258947605439547e-01 2.264640000000000334e-77
1.006358611176831480e-01 2.264640000000000334e-77
1.006458284619268506e-01 2.264640000000000334e-77
1.006557967933728454e-01 2.264640000000000334e-77
1.006657661121188874e-01 2.264640000000000334e-77
1.006757364182627457e-01 2.264640000000000334e-77
1.006857077119022587e-01 4.037774127604842047e-78
1.006956799931351954e-01 1.324339999999999977e-96
1.007056532620593942e-01 1.324339999999999977e-96
1.007156275187726796e-01 1.324339999999999977e-96
1.007256027633728762e-01 1.324339999999999977e-96
1.007355789959578224e-01 1.324339999999999977e-96
1.007455562166253843e-01 1.324339999999999977e-96
1.007555344254734142e-01 1.324339999999999977e-96
1.007655136225998060e-01 1.324339999999999977e-96
1.007754938081024398e-01 1.324339999999999977e-96
1.007854749820791818e-01 1.324339999999999977e-96
1.007954571446279396e-01 1.324339999999999977e-96
1.008054402958466350e-01 1.324339999999999977e-96
1.008154244358331897e-01 1.324339999999999977e-96
1.008254095646855392e-01 1.324339999999999977e-96
1.008353956825016051e-01 1.324339999999999977e-96
1.008453827893793647e-01 1.324339999999999977e-96
1.008553708854167535e-01 1.324339999999999977e-96
1.008653599707117626e-01 1.324339999999999977e-96
1.008753500453623692e-01 1.324339999999999977e-96
1.008853411094665364e-01 1.324339999999999977e-96
1.008953331631223249e-01 1.324339999999999977e-96
1.009053262064276701e-01 1.324339999999999977e-96
1.009153202394806187e-01 1.324339999999999977e-96
1.009253152623792033e-01 1.324339999999999977e-96
1.009353112752214565e-01 1.324339999999999977e-96
1.009453082781054389e-01 1.324339999999999977e-96
1.009553062711291971e-01 1.324339999999999977e-96
1.009653052543908053e-01 1.324339999999999977e-96
1.009753052279883240e-01 1.324339999999999977e-96
1.009853061920198553e-01 1.324339999999999977e-96
1.009953081465834873e-01 1.324339999999999977e-96
1.010053110917773361e-01 1.324339999999999977e-96
1.010153150276995315e-01 1.324339999999999977e-96
1.010253199544481478e-01 1.324339999999999977e-96
1.010353258721213565e-01 1.324339999999999977e-96
1.010453327808173013e-01 1.324339999999999977e-96
1.010553406806341259e-01 1.324339999999999977e-96
1.010653495716700018e-01 1.324339999999999977e-96
1.010753594540231004e-01 1.324339999999999977e-96
1.010853703277915933e-01 1.324339999999999977e-96
1.010953821930737073e-01 1.324339999999999977e-96
1.011053950499676141e-01 1.324339999999999977e-96
1.011154088985715405e-01 1.324339999999999977e-96
1.011254237389837135e-01 1.324339999999999977e-96
1.011354395713023741e-01 1.324339999999999977e-96
1.011454563956257213e-01 1.324339999999999977e-96
1.011554742120520378e-01 1.324339999999999977e-96
1.011654930206795922e-01 1.324339999999999977e-96
1.011755128216066391e-01 1.324339999999999977e-96
1.011855336149314610e-01 1.324339999999999977e-96
1.011955554007523406e-01 1.324339999999999977e-96
1.012055781791676157e-01 1.324339999999999977e-96
1.012156019502755550e-01 1.324339999999999977e-96
1.012256267141744964e-01 1.324339999999999977e-96
